time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0004649162292480469,-0.07896314561367035,1.1988041400909424,-9.554540634155273,-0.06963858008384705,-0.1343902349472046,-0.018325941637158394,6.322000026702881,-37.70000076293945,49.4739990234375
0.011679887771606445,-0.0933200791478157,1.2562317848205566,-9.561718940734863,-0.07452549785375595,-0.13194677233695984,-0.021991129964590073,6.728000164031982,-37.119998931884766,48.83599853515625
0.02190089225769043,-0.1579262912273407,1.2203395366668701,-9.640682220458984,-0.07452549785375595,-0.12705986201763153,-0.01954767107963562,6.728000164031982,-37.119998931884766,48.83599853515625
0.03796100616455078,-0.1579262912273407,1.234696388244629,-9.619146347045898,-0.08307760953903198,-0.12705986201763153,-0.018325941637158394,6.089999675750732,-37.35199737548828,48.83599853515625
0.056819915771484375,-0.1579262912273407,1.234696388244629,-9.619146347045898,-0.08307760953903198,-0.12705986201763153,-0.018325941637158394,6.089999675750732,-37.35199737548828,48.83599853515625
0.05837202072143555,-0.064606212079525,1.2634103298187256,-9.504291534423828,-0.08674278855323792,-0.1282815933227539,-0.021991129964590073,6.089999675750732,-37.35199737548828,48.83599853515625
0.06233787536621094,-0.07896314561367035,1.2562317848205566,-9.576075553894043,-0.08796451985836029,-0.12461639940738678,-0.018325941637158394,6.089999675750732,-37.35199737548828,48.83599853515625
0.07093191146850586,-0.21535402536392212,1.2777671813964844,-9.611968040466309,-0.10018181800842285,-0.12583813071250916,-0.01954767107963562,6.437999725341797,-37.46799850463867,48.604000091552734
0.0815730094909668,-0.12203395366668701,1.306481122970581,-9.432506561279297,-0.09896008670330048,-0.13194677233695984,-0.020769402384757996,5.973999977111816,-37.641998291015625,49.70600128173828
0.09090900421142578,-0.14356935024261475,1.3280165195465088,-9.518648147583008,-0.10751219093799591,-0.123394675552845,-0.018325941637158394,6.496000289916992,-37.58399963378906,49.763999938964844
0.10097384452819824,-0.10049854964017868,1.306481122970581,-9.482755661010742,-0.10018181800842285,-0.12217294424772263,-0.021991129964590073,6.785999774932861,-37.00400161743164,49.70600128173828
0.11092901229858398,-0.11485548317432404,1.299302577972412,-9.497113227844238,-0.09407316148281097,-0.123394675552845,-0.01954767107963562,6.785999774932861,-37.00400161743164,49.70600128173828
0.12092089653015137,-0.1866401582956314,1.3639088869094849,-9.547362327575684,-0.08307760953903198,-0.13072505593299866,-0.01588248275220394,7.25,-37.641998291015625,49.242000579833984
0.13088393211364746,-0.11485548317432404,1.356730341911316,-9.518648147583008,-0.08552106469869614,-0.13194677233695984,-0.024434588849544525,6.960000038146973,-37.58399963378906,48.31399917602539
0.14093804359436035,-0.12203395366668701,1.3280165195465088,-9.511469841003418,-0.08185587078332901,-0.13194677233695984,-0.017104212194681168,5.973999977111816,-37.93199920654297,49.29999923706055
0.15091300010681152,-0.11485548317432404,1.3280165195465088,-9.504291534423828,-0.08429933339357376,-0.12583813071250916,-0.020769402384757996,5.973999977111816,-37.93199920654297,49.29999923706055
0.16100192070007324,-0.07896314561367035,1.3495519161224365,-9.425328254699707,-0.07086030393838882,-0.12583813071250916,-0.01588248275220394,6.611999988555908,-37.35199737548828,48.604000091552734
0.17089295387268066,-0.10767701268196106,1.31365966796875,-9.568897247314453,-0.06597338616847992,-0.11972948908805847,-0.01466075424104929,6.437999725341797,-37.9900016784668,48.31399917602539
0.18087387084960938,-0.08614160865545273,1.234696388244629,-9.619146347045898,-0.06963858008384705,-0.12950332462787628,-0.020769402384757996,6.785999774932861,-38.3380012512207,47.67599868774414
0.19091391563415527,-0.07896314561367035,1.2705888748168945,-9.69810962677002,-0.0769689530134201,-0.12461639940738678,-0.018325941637158394,6.205999851226807,-38.22200012207031,48.6619987487793
0.20088791847229004,-0.17228321731090546,1.2418749332427979,-9.604789733886719,-0.07574722915887833,-0.12461639940738678,-0.021991129964590073,6.205999851226807,-38.22200012207031,48.6619987487793
0.210860013961792,-0.16510474681854248,1.234696388244629,-9.547362327575684,-0.07941241562366486,-0.1282815933227539,-0.018325941637158394,6.380000114440918,-37.236000061035156,48.487998962402344
0.22092485427856445,-0.16510474681854248,1.184447169303894,-9.633503913879395,-0.08796451985836029,-0.12705986201763153,-0.021991129964590073,6.611999988555908,-37.93199920654297,48.95199966430664
0.2309858798980713,-0.16510474681854248,1.2059825658798218,-9.475577354431152,-0.09162970632314682,-0.12705986201763153,-0.01954767107963562,6.843999862670898,-37.757999420166016,48.43000030517578
0.24094581604003906,-0.1579262912273407,1.2921242713928223,-9.561718940734863,-0.08918625116348267,-0.13072505593299866,-0.01588248275220394,6.785999774932861,-37.641998291015625,48.6619987487793
0.2508699893951416,-0.08614160865545273,1.3280165195465088,-9.461220741271973,-0.0928514376282692,-0.1331685185432434,-0.017104212194681168,6.785999774932861,-37.641998291015625,48.6619987487793
